Clients;Entries;Rd;Wr;Sec;Avg;Client1;Client2;Client3;Client4;Client5;Client6;Client7;Client8;Client9;Client10;Client11;Client12;Client13;Client14;Client15;Client16;Client17;Client18;Client19;Client20;Client21;Client22;Client23;Client24;Client25;Client26;Client27;Client28;Client29;Client30;Client31;Client32;Client33;Client34;Client35;Client36;Client37;Client38;Client39;Client40;Client41;Client42;Client43;Client44;Client45;Client46;Client47;Client48;Client49;Client50
11;50;1;1;5;65,7405623879554;0,658221378504673;0,652023655966317;0,661553071809482;0,655809773632566;0,660866814299272;0,658848458278533;0,657399975677976;0,655342171963346;0,656701556694271;0,661766853248966;0,652928152599693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;50;1;1;5;63,4610381295042;0,634124890061566;0,633438010300214;0,631239935587762;0,635108928346556;0,635379424945868;0,633285502102057;0,634684207873381;0,634937817833946;0,638026146754326;0,635332947015696;0,636205637137604;0,633561127581529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;50;1;1;5;61,5099529962949;0,616175646367912;0,619567340560602;0,613448865023188;0,612358453729012;0,61302513837076;0,612297181895816;0,614205141978172;0,615802950859651;0,616883592586262;0,616325536062378;0,615652470353325;0,616286438529785;0,614265133201475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;50;1;1;5;59,5925753798774;0,599637628218241;0,592410011084534;0,595723578658732;0,601646186626193;0,593166885676741;0,595420961948427;0,597926099021469;0,59218544977402;0,596039661879552;0,593812141770967;0,594157644380891;0,598748830682881;0,598761103319308;0,593324370140878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;50;1;1;5;57,80593437006;0,575900767867691;0,577930399921133;0,577188712754062;0,580464108707782;0,574619756249795;0,578463860362873;0,575048349559118;0,580093261526337;0,580504157491702;0,5723061760841;0,575980553183102;0,582034198693754;0,576354033395663;0,580216970928518;0,583784848783371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;50;1;1;5;56,2717395058724;0,564096393825845;0,563205766260511;0,563629492200921;0,562311074471009;0,563666357356428;0,560626890294199;0,558457625953674;0,567461681215204;0,559927152773005;0,564100801045141;0,560746699669967;0,56267610473507;0,562162719554532;0,559371461900024;0,565645814735975;0,565392284948085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;50;1;1;5;54,8133999606738;0,548367684669776;0,544291990130589;0,556324675715533;0,553764734183305;0,543057309519514;0,546503937954669;0,545271508849957;0,54932796103076;0,544179607559889;0,54529034588639;0,554172679172679;0,547752133669912;0,549834685903216;0,547670639219935;0,546499037536092;0,549064436556164;0,546904625756162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;50;1;1;5;53,387840969342;0,531762073197141;0,535492713894099;0,533482384335221;0,533405483405483;0,534138428262437;0,534832515160266;0,531507145950628;0,535080121264617;0,533285224607613;0,536176969434521;0,536688311688312;0,531809001731102;0,537039711191336;0,532063079643463;0,539597703224875;0,530182684670373;0,529766200028864;0,533501622791201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;50;1;1;5;52,0446288381872;0,520041536863967;0,522293787658425;0,521805947831866;0,524046847744829;0,520706126687435;0,523463455149502;0,515182985087027;0,520850605206433;0,518377009012002;0,524980273267162;0,524169121613211;0,523554559415598;0,514100593927815;0,521363617489515;0,517457549715614;0,519958463136033;0,524758228531109;0,515761930473066;0,515606840444961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;50;1;1;5;50,8345093266334;0,508898776418242;0,50919825447078;0,513333047981852;0,510387663311202;0,50910723447922;0,510064532672336;0,502225836829039;0,508372949590989;0,509336188436831;0,50653076956019;0,509782096836337;0,507255682547836;0,508043124839565;0,506956633417526;0,508446307146217;0,508261279000086;0,507338154122631;0,502289357696093;0,51125663413799;0,509817341831715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;50;1;1;5;49,757965681107;0,500923420521411;0,498561552664348;0,496566228860846;0,500300480769231;0,494052986388424;0,493003090659341;0,499055469689164;0,496459379425776;0,498970663921771;0,499721113828464;0,496971519395163;0,497316099111092;0,504037800687285;0,490685895785046;0,496673391423788;0,495296997809561;0,496995708154506;0,499892616296551;0,497230452144789;0,497810030917211;0,498647894578701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;50;1;1;5;48,6499420264588;0,492451133513181;0,488453530191179;0,487229211995081;0,488497585913093;0,488527227137248;0,484937337432017;0,483680227057711;0,487620129716423;0,479958355023425;0,487270490251751;0,482303397369168;0,486193340595841;0,484548767214046;0,487807183364839;0,480132450331126;0,493514485892823;0,489101139533784;0,481428909392004;0,490680291418299;0,483189695993939;0,486917435533475;0,488544920950488;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;50;1;1;5;47,6289297842284;0,478645426114152;0,47940587286852;0,482942326490714;0,477681187731979;0,476730543605788;0,476826048694632;0,477946210268949;0,481917701104486;0,469851213782302;0,464249059185768;0,472530698106746;0,473452625403344;0,477323819763464;0,475580542654608;0,477765832681783;0,478779581459026;0,479178885630499;0,4796397807361;0,482542787286064;0,472626845243914;0,474723770411655;0,472598386702518;0,47171470444553;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;50;1;1;5;46,7006026191747;0,466532108580138;0,472793178728838;0,465537840398797;0,463963407096056;0,465000411759862;0,469106326925452;0,46847700675787;0,46772997032641;0,464484249536751;0,470760233918129;0,461113857307629;0,468813042941249;0,471583889300717;0,460524147024889;0,465881480871392;0,468036905840679;0,470304777594728;0,460305689449182;0,47307929969104;0,467677475176136;0,466161699324881;0,465790666062528;0,467012815758025;0,467474148230544;;;;;;;;;;;;;;;;;;;;;;;;;;
25;50;1;1;5;45,8217852421238;0,459996924811645;0,458333333333333;0,461171522363562;0,461763198359816;0,460252333572674;0,454242330973633;0,456694528485719;0,45926115956901;0,454456967213115;0,456691297208539;0,455589743589744;0,458333333333333;0,458151811798473;0,456657775954042;0,457342083675144;0,459956931911403;0,461278079803057;0,457046084368264;0,461980208173102;0,45841452158753;0,45602255253716;0,456042265080016;0,459885092849082;0,454260940947104;0,461621289032457;;;;;;;;;;;;;;;;;;;;;;;;;
26;50;1;1;5;44,8886319557655;0,446498162788108;0,455504100875969;0,451611104916936;0,44933110367893;0,452590529247911;0,45108968284934;0,449356151401973;0,456464820901343;0,446425586448989;0,452857541120714;0,451109376742112;0,45173508605804;0,44796077557388;0,450108762340342;0,448348951361;0,443812074545252;0,447038502256645;0,440389972144847;0,44520624303233;0,451652454996377;0,44881231180997;0,448729380294249;0,447623828647925;0,446592745305622;0,444184361589478;0,44601069757076;;;;;;;;;;;;;;;;;;;;;;;;
27;50;1;1;5;43,9725096829215;0,438423645320197;0,444173792006363;0,437503111155359;0,438759767083064;0,436862784105038;0,439274173502361;0,437904269081501;0,441038909344213;0,442451048603519;0,444510769536885;0,442023578570363;0,434769628818788;0,433523999005223;0,447435195780885;0,444770623942681;0,44500273618228;0,445201392342118;0,442067558827919;0,436977715877437;0,439265817747712;0,435755857334726;0,435874484061863;0,432409572615553;0,434533877226147;0,444472099158744;0,440125423053952;0,437465784103917;;;;;;;;;;;;;;;;;;;;;;;
28;50;1;1;5;43,2325482119006;0,443541591428915;0,433247097045906;0,435164570672122;0,433632044265352;0,430806257521059;0,431837324028396;0,434424257008784;0,425761039586091;0,43169103049991;0,431337181337181;0,429963898916968;0,440486219761704;0,431794933509838;0,430573938154253;0,426656246242636;0,432169261285088;0,426293622141998;0,429370713512213;0,433367426749293;0,428597208854668;0,440673886883273;0,428708882073486;0,43075442185056;0,433650144369586;0,427720628045479;0,434871548041634;0,436104255703365;0,431913869842416;;;;;;;;;;;;;;;;;;;;;;
29;50;1;1;5;42,4560585156156;0,425961360409851;0,425626465868411;0,423076923076923;0,427098765432099;0,417113949040656;0,422296255166883;0,43064476284585;0,425740740740741;0,425078718281163;0,423795719484364;0,42866843632323;0,420308641975309;0,417273288093769;0,426119172584131;0,421426366162396;0,420704981788999;0,42613741588987;0,425300833076211;0,4250169784528;0,424736159970376;0,428271863821389;0,420903257650543;0,419336914243378;0,427196446199408;0,424921310868358;0,430221069531925;0,426879664466786;0,42641975308642;0,425980754996299;;;;;;;;;;;;;;;;;;;;;
30;50;1;1;5;41,6077106818721;0,419329946627227;0,417518811499132;0,418896321070234;0,418076551945963;0,415332175702618;0,421391337923933;0,411492181970272;0,414645132230873;0,413498037701859;0,414940162141295;0,421303145301344;0,420203189300412;0,411374895451329;0,408824853669518;0,415675432392464;0,412222579607591;0,413906219849489;0,417588780236747;0,408763350920088;0,412411575562701;0,420033453422542;0,417609981991253;0,421685971685972;0,412941403486203;0,415225358451746;0,415814192884257;0,416173443129182;0,421523221407436;0,418933693485112;0,414977803512835;;;;;;;;;;;;;;;;;;;;
31;50;1;1;5;41,0921486453706;0,408752709590486;0,407535450603539;0,406649466400844;0,409346780813885;0,415704658658072;0,41185437063962;0,410071520694102;0,413584949891578;0,409333411502609;0,407711238720263;0,407387862796834;0,40734009497567;0,416920731707317;0,411216596343179;0,404385039277758;0,413088054367567;0,412936489336771;0,412895662368113;0,409445128024843;0,412802626179729;0,415562331417849;0,415221467072885;0,408499413833529;0,410330069766078;0,41332239732849;0,405885456357348;0,414449783194656;0,41644686712385;0,407329228965113;0,414629857569896;0,407926364542417;;;;;;;;;;;;;;;;;;;
32;50;1;1;5;40,4249842277927;0,412100305161205;0,403424930306651;0,407712218756222;0,404978426817126;0,400756269072575;0,399840648031339;0,40603648424544;0,400730169266512;0,401833156216791;0,407063197026022;0,409453000531067;0,405513118565261;0,399853898260061;0,404303360340019;0,405033869039713;0,408493696084937;0,402125539687811;0,403851261620186;0,401141567664432;0,40336078639745;0,402322495023225;0,398791741352984;0,404766646750315;0,399907044684948;0,404872543813064;0,405600902515097;0,408725678995949;0,395683930942895;0,406106870229008;0,407392660428695;0,40074359314832;0,413474941918354;;;;;;;;;;;;;;;;;;
33;50;1;1;5;39,7080012993396;0,404791841296452;0,399483095836826;0,403940198407154;0,400195626353665;0,401466992665037;0,393778399161133;0,38931991332914;0,3958071278826;0,395009087096323;0,39713687150838;0,396564965440201;0,395569841380756;0,397568474007826;0,390724313752881;0,402651779483601;0,393111638954869;0,397233477714126;0,395304967512052;0,3963133640553;0,386738401341532;0,400139762403913;0,392984417580882;0,397456501991475;0,403675494374956;0,400335359463425;0,396115690931955;0,395295267346084;0,399008241374494;0,398490987844069;0,395488511767582;0,392707460184409;0,396996157876353;0,402236198462614;;;;;;;;;;;;;;;;;
34;50;1;1;5;39,1845694050643;0,39433237271854;0,391298380455668;0,391268533772652;0,391629502572899;0,394122493820379;0,393806221245623;0,393785582001509;0,391038836283793;0,388274867851994;0,389102388141642;0,386975020587428;0,38940724478595;0,402704372297344;0,392136681762042;0,390227163544026;0,390847969264544;0,392431098313451;0,394966051711131;0,3966664380273;0,390402965607194;0,390752555395486;0,390299121844127;0,392366831411312;0,386220148229481;0,387862977963891;0,393347050754458;0,3870901358211;0,391053787047201;0,391492281303602;0,393481989708405;0,390657154616546;0,391894671878214;0,400192136142181;0,390618570840763;;;;;;;;;;;;;;;;
35;50;1;1;5;38,4834858210862;0,384070796460177;0,380264031270743;0,38020487876778;0,389950564450675;0,391766268260292;0,385852327211035;0,386549664479021;0,389351817712558;0,376217173207436;0,3854542775035;0,387327579848049;0,387529481132075;0,38850778195766;0,382385483514052;0,380088495575221;0,393423283934233;0,385176991150442;0,380302471412763;0,383253412025083;0,387332251880254;0,380256750774679;0,381240321510213;0,387422589206724;0,388155468692381;0,386578171091445;0,378161173781612;0,386566393865664;0,382068863820689;0,389389020070838;0,382114420524919;0,388376723947194;0,380485286525555;0,382448377581121;0,379399394967904;0,39154804926617;;;;;;;;;;;;;;;
36;50;1;1;5;37,9464618403266;0,378529992987824;0,372951603647261;0,384605573624131;0,38304112209117;0,372592781532968;0,378385267316638;0,377487244897959;0,378617875812827;0,378202676864245;0,380293367346939;0,38218793828892;0,378140543298049;0,380636520186236;0,384850803366488;0,376784803671596;0,384124960153012;0,382152197486764;0,385885502996302;0,383129303749044;0,382986863920418;0,377199693955624;0,381349990439161;0,37943782267831;0,377072175465442;0,380123669280296;0,37754256200982;0,377773527161438;0,378107866887671;0,377740948495666;0,37758939384282;0,368615698527068;0,380490914886835;0,383345023273608;0,376132159714249;0,378698979591837;0,383918893068928;;;;;;;;;;;;;;
37;50;1;1;5;37,3983756123702;0,373852509179927;0,372637539214936;0,382175342046931;0,37894897881129;0,372733532246959;0,377084289429402;0,37418713181853;0,368356656725549;0,366432068543452;0,375870247111927;0,371872369729895;0,370220250841236;0,372427511284523;0,376759485924113;0,3756982171551;0,380850412970327;0,371950753230863;0,379035960214231;0,375535823637477;0,379943394783141;0,365124282982792;0,368094873756695;0,369081312629083;0,371931166347992;0,374952184224619;0,370180538555692;0,371902722545121;0,37717083620228;0,377380133058041;0,379866901246845;0,370401529636711;0,375172097292336;0,373048668503214;0,367523328744072;0,376816026915431;0,37440722043751;0,377772678598746;;;;;;;;;;;;;
38;50;1;1;5;36,9110574655861;0,366715758468336;0,367788461538462;0,369603968069441;0,367498837028997;0,373846988605534;0,367878459034183;0,366483218355166;0,365116279069767;0,371337777088823;0,364396932372763;0,377519379844961;0,366511627906977;0,370327284008066;0,370729061749438;0,366602092212321;0,370709027508718;0,374632182127923;0,377829457364341;0,373216501240695;0,369457364341085;0,370292887029289;0,366250678241997;0,367103325323618;0,374699635687156;0,362072972344876;0,377915536613716;0,362889474500078;0,367172969621823;0,369971320052709;0,370516693779534;0,36607488952632;0,37185150740138;0,36479156981249;0,361416834599287;0,363495506662535;0,372848503643976;0,370223978919631;0,368412895226286;;;;;;;;;;;;
39;50;1;1;5;36,3676655344618;0,369406614785992;0,357525137852741;0,368617279948128;0,360285181884469;0,36294375101313;0,369568741893645;0,369359150935753;0,364859388929411;0,365742991411441;0,366258812089782;0,365729107562617;0,362928727803454;0,35806268729246;0,370019436345967;0,356292034681144;0,366045380875203;0,362707742197;0,367947470817121;0,36939784423373;0,366872060969677;0,362110894941634;0,366636931311329;0,362988170474802;0,359504132231405;0,363592154319987;0,357223933841414;0,357930587090496;0,361021069692058;0,366885485047411;0,365035644847699;0,366015719957864;0,363032022699635;0,360123146722839;0,360392506690455;0,364329144710174;0,356922827496757;0,358745847848983;0,366582934932339;0,363746860059963;;;;;;;;;;;
40;50;1;1;5;35,8756510865893;0,359440672486259;0,362688858366325;0,359104863467442;0,363034170773084;0,367391480074367;0,358395989974937;0,356998626928358;0,360588187767634;0,359634953965434;0,357067808938818;0,352850912615086;0,358435681965094;0,352185505372869;0,359237418208256;0,355878787878788;0,355070707070707;0,366354234001293;0,360258481421648;0,358937081011227;0,363159169829605;0,361741659261653;0,363570274636511;0,36549494949495;0,358106470635754;0,359195866300662;0,360998868595442;0,358406722145916;0,355873323638714;0,359744770212422;0,362630260925761;0,349596122778675;0,357575757575758;0,353416249394282;0,353762919896641;0,354114511830736;0,365611371345502;0,354228936101462;0,355665104250849;0,356271706647282;0,357540996849503;;;;;;;;;;
41;50;1;1;5;35,4423223359169;0,360100166944908;0,349448897795591;0,354418759909872;0,356731491528253;0,354291917167669;0,355562974709957;0,357124968695217;0,359171399933177;0,359098497495826;0,353456913827655;0,352204408817635;0,351227249958257;0,350927008518457;0,354959919839679;0,34985398414685;0,361830021706462;0,356045424181697;0,365798698047071;0,351757535275946;0,356940036746284;0,346333723066644;0,35422752691762;0,353206412825651;0,354542418169673;0,346664440177006;0,35197862748372;0,362407144645689;0,354095349419721;0,348196392785571;0,3546662210711;0,359849749582638;0,352175002087334;0,345656346490862;0,359355431243216;0,35159054855139;0,356457133316638;0,351856487275761;0,349553459644437;0,360911671397562;0,352921535893155;0,353756260434057;;;;;;;;;
42;50;1;1;5;34,9276638634721;0,345701813297515;0,351070079731431;0,339209267187107;0,354827875734677;0,351473922902494;0,352630254215958;0,346370121695342;0,348917240221588;0,348380600771942;0,343626751699253;0,348901559617642;0,346738309126018;0,354619451204162;0,350922818791946;0,347680174511285;0,354906404767901;0,350037773860489;0,352086657150055;0,347822438533188;0,339791981211206;0,349173033330535;0,345611679812049;0,352181208053691;0,347209399916072;0,345256087321579;0,342763599731363;0,360141034251175;0,350863949001845;0,339993284083277;0,348526819440947;0,352215508559919;0,349051854337976;0,349153110850243;0,360493412771671;0,354589696257761;0,350797649034425;0,34732247775726;0,3520228302837;0,349030470914127;0,347800537273338;0,350700562127695;0,34900512131643;;;;;;;;
43;50;1;1;5;34,5129881623665;0,341430620294012;0,34833273574758;0,342112335393711;0,345077998924153;0,341548664635239;0,350510844237319;0,347128907999642;0,354754862418213;0,350891337454089;0,338260324285586;0,335454382505825;0,339815395644771;0,339666606918803;0,345636982619602;0,348441418846292;0,343102984673299;0,333333333333333;0,344802867383513;0,35148204531208;0,338557993730408;0,356041591968448;0,341518057173582;0,34330765095861;0,353109876321922;0,353584229390681;0,3551276309897;0,35287789133943;0,348387096774194;0,336620349619005;0,34130395844528;0,344058074923821;0,347611793171431;0,343993550120935;0,334080114705619;0,34345334049794;0,34297742744536;0,348184670551322;0,349399749148898;0,348441418846292;0,345133536476071;0,341006807595844;0,342770112882996;0,347253338112734;;;;;;;
44;50;1;1;5;33,9524183003917;0,336821215948043;0,339195526695527;0,330687353418726;0,339346924048349;0,344849359552589;0,340699981959228;0,340279657194407;0,337752525252525;0,338052299368801;0,338836265223275;0,341841796698836;0,337542846833845;0,338535089301822;0,336671177266576;0,339103777837887;0,334055029318899;0,339316316406602;0,338865337782989;0,344367276991071;0,338897410448435;0,342261904761905;0,340634577248963;0,340882432554363;0,34208152958153;0,340548340548341;0,339073205914172;0,332882273342355;0,351614649106982;0,339976553341149;0,33970601496979;0,340425531914894;0,337179949513163;0,339646464646465;0,339018227756723;0,340638528138528;0,338141170107275;0,349323715058611;0,342231039769141;0,336579208367145;0,337902425827397;0,336367733213159;0,336971227563814;0,338865337782989;0,34039484359506;;;;;;
45;50;1;1;5;33,5714196023332;0,338025610752883;0,340663334847796;0,338387506809515;0,337936046511628;0,334150549350767;0,331213662790698;0,335180810467018;0,335271141793078;0,327520435967302;0,337874659400545;0,336573401162791;0,339687726942629;0,332243118015808;0,334029796511628;0,337057220708447;0,334756152937971;0,329095532146749;0,335633227417158;0,34096484055601;0,333666242963501;0,330154405086285;0,33984375;0,33197093551317;0,329882865704168;0,327094312193349;0,336905194333454;0,33984020337752;0,334181124534472;0,338087019711145;0,344655344655345;0,334665697674419;0,336906167680988;0,341354885579368;0,338933793479248;0,330457682528151;0,333484697121061;0,335573517391699;0,337872185911402;0,334514078110808;0,337450054486015;0,347806340267054;0,333151630780413;0,335542442124376;0,33684497320861;0,33003450154349;;;;;
46;50;1;1;5;33,2294322983611;0,324021336226381;0,327667269439421;0,335140997830803;0,330169062471748;0,34071596456337;0,331163547599675;0,338124943495163;0,336224812505647;0,329083016820402;0,327969625745796;0,327969625745796;0,333815551537071;0,335714931717464;0,32953620829943;0,330349877949553;0,327999276738089;0,330167345092718;0,336196762817615;0,336887764323152;0,334539205932893;0,339055018520192;0,324417133562263;0,335653588862773;0,324260783072611;0,339421338155515;0,335352074482509;0,327458423716558;0,337250293772033;0,331344363077479;0,331556117838424;0,335894422850945;0,331705110809588;0,332429255944309;0,330892324382967;0,339873417721519;0,32830154569285;0,322154930850583;0,330561330561331;0,337702250745729;0,331133610558669;0,334929959331225;0,333333333333333;0,321945046999277;0,336981097947002;0,338455975411318;0,330018982192895;;;;
47;50;1;1;5;32,8373676758749;0,317477130476649;0,328965118519946;0,332594662298873;0,333044482957828;0,328935965334617;0,332017332691382;0,326685934489403;0,333429616791835;0,322704941720451;0,32761776322127;0,333590212888932;0,325794032723773;0,330443994991814;0,325050563420977;0,330861105759969;0,325662012518055;0,336287448222715;0,332338212634823;0,320843768060104;0,327842003853565;0,333172845450169;0,321903294162974;0,326947145470299;0,330348546119777;0,336896850621208;0,335613139389269;0,336735676456428;0,33461686561417;0,331761308950914;0,32334810248507;0,337443406222907;0,330123266563945;0,32264586943963;0,322133436025801;0,322164452147121;0,32264586943963;0,324826656394453;0,32575611635523;0,332499037350789;0,324761629586825;0,318155564112437;0,328742053554229;0,324126648060822;0,33256351039261;0,329032258064516;0,325276841598459;0,327136114054523;;;
48;50;1;1;5;32,4440331824735;0,319302571327932;0,31995069554499;0,322293666872192;0,321148595085;0,319042169205036;0,326580940637661;0,322944180313435;0,319827358407469;0,328166285009688;0,326085042697421;0,327783650458069;0,327578613582313;0,325343672893902;0,328049317481286;0,325903083700441;0,325145272054939;0,330103074618976;0,323259911894273;0,325468791266837;0,33033905768384;0,333920239457699;0,331660061646852;0,315947136563877;0,317537214833084;0,331220843235631;0,328753852928225;0,325345784512378;0,326023778071334;0,321180096873624;0,321535481598873;0,318357998590557;0,313495906329783;0,326640246587406;0,326376045794804;0,324150677697588;0,328345070422535;0,321007219580912;0,313986260348776;0,321589007310843;0,323267893300467;0,318446088794926;0,326730058108822;0,321444297666226;0,328989080662205;0,325259820327638;0,33274632385313;0,325962470266937;0,328901021486439;;
49;50;1;1;5;32,0758839426478;0,317963592718544;0,3277;0,320532053205321;0,325432543254325;0,313437312537493;0,325534893021396;0,31294964028777;0,326534693061388;0,317236552689462;0,319136172765447;0,321435712857429;0,324697409222767;0,321964392878576;0,31740477856643;0,330334832583708;0,319295788736621;0,3218712514994;0,32003599280144;0,319136172765447;0,322432243224322;0,317331733173317;0,3171;0,3156;0,323805716570058;0,32033203320332;0,31983198319832;0,327501749475158;0,324432443244324;0,321671331467413;0,319740129935033;0,314674130347861;0,319268073192681;0,312768723127687;0,323329331732693;0,316973210715714;0,315531553155316;0,3225;0,3208;0,328834233153369;0,323467653234677;0,320771691323471;0,3203;0,324702589223233;0,327267273272673;0,320235952809438;0,3199080551669;0,312437512497501;0,3174;0,3236;
50;50;1;1;5;31,18;0,311578135544201;0,318225650916104;0,318479938271605;0,319479267116683;0,323818707810993;0,315302285218397;0,326070188970305;0,315774240231549;0,318992958425774;0,323852680293097;0,315566265060241;0,317134316845049;0,316586306653809;0,312186656382568;0,326390897695497;0,318904849127543;0,314982645584265;0,316327514707301;0,315119976871928;0,309842861274463;0,317265978983901;0,30981299402352;0,317073170731707;0,313404050144648;0,311089681774349;0,323659853451601;0,319089418346677;0,320991225532736;0,320123421078006;0,315068493150685;0,319479267116683;0,308552695014946;0,312283069803317;0,32022363601311;0,314343551185656;0,308263426863369;0,308961126651876;0,31371792398225;0,319579678010219;0,321697203471553;0,314977336290867;0,324099990348422;0,320026998360814;0,317296567682221;0,314789818742769;0,318672839506173;0,313627157874433;0,317463377023901;0,313319198149576;0,324426008103415
