Clients;Entries;Rd;Wr;Sec;Avg;Client1;Client2;Client3;Client4;Client5;Client6;Client7;Client8;Client9;Client10;Client11;Client12;Client13;Client14;Client15;Client16;Client17;Client18;Client19;Client20;Client21;Client22;Client23;Client24;Client25;Client26;Client27;Client28;Client29;Client30;Client31;Client32;Client33;Client34;Client35;Client36;Client37;Client38;Client39;Client40;Client41;Client42;Client43;Client44;Client45;Client46;Client47;Client48;Client49;Client50
11;50;1;1;5;96,05982081;0,9602580872;0,9603060356;0,96048147;0,9606815724;0,9600302801;0,9609752211;0,9605635825;0,9605689048;0,9607054505;0,9611908686;0,9608188159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;50;1;1;5;95,43886406;0,9555741238;0,9535160381;0,954953124;0,9539162787;0,9543494175;0,9542391544;0,9549073257;0,955281867;0,953789703;0,9537397663;0,9535468002;0,9548500882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;50;1;1;5;94,95007658;0,9506312707;0,9492291309;0,9485356811;0,9494358386;0,9509131326;0,9478734838;0,9499823141;0,9492557965;0,9492981816;0,9501935854;0,9491518934;0,9502221199;0,9487875272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;50;1;1;5;94,54527992;0,944611448;0,9448308897;0,9450132529;0,94558298;0,9449663314;0,9460134706;0,9460244425;0,9453960453;0,9452721318;0,9458625205;0,9456015631;0,9453810336;0,94558482;0,9461982596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;50;1;1;5;94,146048;0,9422604559;0,9427477102;0,9415274861;0,9406432814;0,9413066444;0,9411660011;0,940271634;0,9407911565;0,9427264349;0,9423401421;0,9400322169;0,9429752893;0,940231291;0,9419441042;0,9409433522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;50;1;1;5;93,67677579;0,9356934743;0,9379879843;0,9365805024;0,936759567;0,936407927;0,9376621794;0,9368862931;0,9358566853;0,9377946712;0,9359041548;0,9369200419;0,9370103683;0,9371519782;0,9377173569;0,936675269;0,9352756732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;50;1;1;5;93,20055728;0,9321187584;0,9312897831;0,9324240462;0,9327835441;0,933192098;0,9310344828;0,9316920334;0,932549505;0,9316969338;0,9332141849;0,9316593182;0,930286903;0,9322079639;0,9319325921;0,9334007824;0,9307939335;0,9318178754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;50;1;1;5;92,81870544;0,927215877;0,9271340756;0,9294227859;0,9293652861;0,928194603;0,9278374355;0,928198245;0,9273079649;0,9265948657;0,927716763;0,9290021256;0,9288005317;0,9286539573;0,9281386787;0,9277760148;0,9286899797;0,9295173929;0,927800397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;50;1;1;5;92,45199502;0,9258913093;0,9250343153;0,924869106;0,9249585031;0,9243765689;0,923511085;0,9234631748;0,9258912669;0,9247470935;0,9239774011;0,9238704819;0,9250754199;0,9246614505;0,9229225756;0,9241900063;0,9247146686;0,9237699238;0,9250248412;0,9249298621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;50;1;1;5;92,09521027;0,9212822853;0,9220061971;0,9203674121;0,9232645855;0,920608704;0,9218422777;0,9218230046;0,9207071031;0,920399846;0,9192794875;0,9196948082;0,9196302704;0,9212957774;0,9208674514;0,9211225241;0,9217044198;0,9207263559;0,9203475859;0,9206730384;0,9213989197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;50;1;1;5;91,77977546;0,9179387758;0,9183893231;0,9188472735;0,9196284789;0,917011367;0,918131904;0,918504065;0,9198682408;0,9176697317;0,917919113;0,9171181462;0,9188322261;0,9160016936;0,9171152654;0,9190003747;0,9175369922;0,9174510987;0,9163344669;0,9170274288;0,9164230298;0,9170038504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;50;1;1;5;91,39902288;0,9147557507;0,9134538735;0,9133597525;0,9150058723;0,9116181674;0,9163102135;0,9146178562;0,9141895681;0,9134854058;0,9134472914;0,9133937927;0,9147272793;0,909969472;0,9142986099;0,912711895;0,9140948081;0,9133187812;0,9139348716;0,9139148381;0,9186910985;0,9154502096;0,9130356272;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;50;1;1;5;91,15520137;0,9123136808;0,9120781695;0,9099967734;0,9131918767;0,9129174639;0,9093871982;0,9129949488;0,9107132697;0,9113694014;0,9125672705;0,9116342545;0,911516162;0,9111381388;0,9129447388;0,9102620129;0,9112258652;0,910510556;0,9105913672;0,9114204126;0,9116299326;0,9121129759;0,9115593336;0,9116205115;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;50;1;1;5;90,84067906;0,9050198916;0,9101621794;0,907805679;0,9077677678;0,9078583731;0,9093441276;0,9106760783;0,9080583883;0,909816712;0,9094202173;0,9081359588;0,9079219242;0,9080712998;0,9093936172;0,9081890332;0,9081102677;0,9083476592;0,9077896005;0,9101426149;0,9096681442;0,9086142621;0,9072638645;0,9076331752;0,9065521374;;;;;;;;;;;;;;;;;;;;;;;;;;
25;50;1;1;5;90,65463683;0,9080287722;0,9046270459;0,9085032529;0,9062766378;0,9057890894;0,9065673381;0,9057722309;0,9074281914;0,9074542075;0,9056816051;0,9052396646;0,9078917207;0,9063368364;0,906628386;0,907028442;0,9078543861;0,9040804849;0,9053341942;0,9064372664;0,9059244318;0,9069102893;0,9069419944;0,9074374662;0,906745331;0,9067399419;;;;;;;;;;;;;;;;;;;;;;;;;
26;50;1;1;5;90,24859457;0,9042893044;0,9041399442;0,9045885234;0,902008015;0,901582844;0,8988723404;0,9026937528;0,9026271493;0,901914993;0,9035548095;0,9048776846;0,9031480098;0,9016445827;0,9020071593;0,904373153;0,901013715;0,9022923793;0,9032107066;0,9004708038;0,9027851656;0,9008888036;0,9021876;0,9033476978;0,9026369168;0,9026552435;0,9008232898;;;;;;;;;;;;;;;;;;;;;;;;
27;50;1;1;5;90,11479541;0,9018949279;0,9031316288;0,9016456966;0,8991099954;0,9000294898;0,9008373833;0,9013686776;0,8997066915;0,9031225162;0,9009544637;0,901579366;0,9020031869;0,9016992509;0,9021998772;0,9007825155;0,8981641764;0,901015344;0,9028308757;0,900781392;0,9022957092;0,9010175974;0,9002111573;0,9017899788;0,9016569045;0,8996352029;0,9018262766;0,8997044783;;;;;;;;;;;;;;;;;;;;;;;
28;50;1;1;5;89,86406143;0,9009172603;0,8991463358;0,8969985086;0,8980462557;0,9005676531;0,8968494749;0,8978995688;0,8995484802;0,9017268592;0,8988445354;0,896460177;0,8941561477;0,8959152799;0,8979207368;0,8983240745;0,899510147;0,899020979;0,8976484284;0,9016583825;0,8991249449;0,8995337995;0,9011906423;0,898464402;0,8985359052;0,8977293834;0,8995265527;0,8987050427;0,8979672436;;;;;;;;;;;;;;;;;;;;;;
29;50;1;1;5;89,44760807;0,8936436377;0,8953165451;0,8960922576;0,8958588812;0,8927026452;0,8956859972;0,892567057;0,8964008469;0,8930388885;0,8931538443;0,8915975716;0,8935560411;0,8965647059;0,8916184291;0,8940055013;0,8944800603;0,8938749468;0,8953713315;0,8956907538;0,8961442493;0,8955199284;0,8945601551;0,8960389028;0,8935683277;0,8970352564;0,8904616109;0,8950535706;0,8946524569;0,8955519412;;;;;;;;;;;;;;;;;;;;;
30;50;1;1;5;89,36723606;0,8932519345;0,892442662;0,8955347092;0,8937504723;0,8907582045;0,8947962382;0,8935000377;0,8932544853;0,8918966559;0,8978310359;0,8937193228;0,8949754534;0,8944265269;0,8953012381;0,8929966937;0,8943759263;0,8930998037;0,8940920024;0,8948310189;0,8926976161;0,8952553733;0,892672132;0,8935838427;0,8929568959;0,8926704203;0,8912183148;0,8950321918;0,8937118254;0,8929243744;0,8926134083;;;;;;;;;;;;;;;;;;;;
31;50;1;1;5;89,02466367;0,8920620298;0,8916551051;0,8912742027;0,8907147252;0,8887013452;0,8919508938;0,8909878505;0,8899933391;0,8897833611;0,889298704;0,8918426522;0,8911793397;0,8909333197;0,8878391908;0,8912726994;0,8903273771;0,8902739937;0,8893504629;0,8884077282;0,8882572848;0,8942406494;0,8916795069;0,8897147707;0,8913988948;0,8891711573;0,889976678;0,8887459145;0,8896945387;0,8900762967;0,8897147397;0,8871269853;;;;;;;;;;;;;;;;;;;
32;50;1;1;5;88,76026533;0,8872636555;0,887087876;0,8919579501;0,8901882111;0,8889648643;0,8863224281;0,8869349387;0,889806296;0,8883620463;0,8859598096;0,8855030367;0,8855618066;0,8868325163;0,8904860583;0,8895252608;0,8859693004;0,8858788564;0,889756739;0,8894201718;0,8852549743;0,8876995503;0,8842337376;0,8870556038;0,8893465201;0,8854662633;0,8855080482;0,8880031571;0,8883962536;0,8886548537;0,8858021447;0,8869796327;0,8891023448;;;;;;;;;;;;;;;;;;
33;50;1;1;5;88,58413135;0,8805676208;0,8806685147;0,8867412226;0,8859611347;0,8874173972;0,8877876296;0,885304369;0,8857857104;0,8845293595;0,8842908365;0,8850726197;0,8875272112;0,8882749326;0,8891578579;0,8873527355;0,8841810194;0,8847807395;0,8855405478;0,8864016398;0,8869308261;0,8859632608;0,8848305541;0,8871140652;0,8881762559;0,8854980272;0,8827876369;0,8873649322;0,8880653131;0,8852392974;0,8856194153;0,8854455792;0,8861315825;0,8862534999;;;;;;;;;;;;;;;;;
34;50;1;1;5;88,26556454;0,8826257185;0,8823464336;0,8810637297;0,8862632509;0,8799889135;0,881619074;0,8824981965;0,8834494966;0,8816230439;0,8811754921;0,8838666924;0,8874483898;0,8818602845;0,8829458221;0,8832894189;0,8831475665;0,8822278089;0,8821748069;0,8838225936;0,8802617714;0,8828731426;0,8842979784;0,8849209645;0,881801542;0,8820369396;0,8836317136;0,8834940663;0,88470085;0,8805346469;0,8808420936;0,8844590672;0,8806547948;0,8815931406;0,8807525005;;;;;;;;;;;;;;;;
35;50;1;1;5;87,92786682;0,8775567861;0,8769695601;0,8789303722;0,8799002946;0,8836122674;0,8791224305;0,877966388;0,879407256;0,8787278592;0,8791103604;0,8791540785;0,8772756781;0,8812409526;0,8804298643;0,8771078901;0,8814418474;0,8790704265;0,8810979906;0,8805011879;0,8799445026;0,8783023692;0,8817383918;0,876570521;0,8808543054;0,8773925809;0,8804901517;0,8785451458;0,8789372852;0,8787143381;0,8779114193;0,8779458418;0,8839439321;0,8791784703;0,8775014132;0,8781592279;;;;;;;;;;;;;;;
36;50;1;1;5;87,70085478;0,8772362918;0,8803253068;0,8755751034;0,8790966995;0,8779211013;0,881492192;0,8738191437;0,8773075256;0,8752244165;0,8735422635;0,878647656;0,8760885289;0,877211329;0,8778806495;0,8769503443;0,8786162426;0,8784726225;0,8762294369;0,8765432099;0,874437132;0,8757751376;0,8796472419;0,8792309697;0,8758994893;0,8748147933;0,8790775827;0,8751951882;0,8763592078;0,8756598411;0,8772403776;0,8788944289;0,8766695577;0,8762456547;0,8727719907;0,8782621289;0,8779469334;;;;;;;;;;;;;;
37;50;1;1;5;87,46540116;0,8769933704;0,8736883016;0,8739427749;0,8752093802;0,8714528184;0,8774938955;0,8746788552;0,8763330047;0,8765347479;0,8773348451;0,8724639416;0,8762337971;0,8745670608;0,8724550898;0,8757165035;0,871602428;0,8765406309;0,8731316513;0,8727915194;0,8711935387;0,8759106652;0,8728562449;0,8726762749;0,8733651836;0,8713816771;0,8722024681;0,8767389098;0,8777562286;0,8765154917;0,8735759352;0,8738256238;0,8761506028;0,8759252627;0,8771705138;0,8752616157;0,8764152068;0,8741123689;;;;;;;;;;;;;
38;50;1;1;5;87,25805984;0,873293031;0,8729843028;0,8742918389;0,8757143294;0,8666056166;0,8714986209;0,8747211782;0,8716766887;0,872488148;0,8725391448;0,8726312899;0,8731334149;0,8714486897;0,8733636447;0,8748698156;0,8730662436;0,8735586602;0,8734084679;0,8725091065;0,8733392383;0,8719590661;0,871103777;0,8742680197;0,8695054525;0,8735002132;0,8753800316;0,8696131919;0,8738359134;0,8719865217;0,8727339539;0,8698016928;0,8722344457;0,8706408254;0,8710414129;0,8736357539;0,869429767;0,8742239805;0,8760272508;;;;;;;;;;;;
39;50;1;1;5;86,96223773;0,8678488101;0,8711423094;0,8706275322;0,8702522786;0,8699390678;0,871947256;0,8705293718;0,8684390123;0,8694279346;0,869826518;0,8712511642;0,8702396433;0,867307514;0,8671276629;0,8695773253;0,8692973175;0,8712923401;0,8712175179;0,8688417922;0,8659755531;0,8668977899;0,8675806152;0,87171441;0,868829469;0,8691136808;0,8677619343;0,8707651372;0,8701334989;0,8680605176;0,8713441243;0,8686984205;0,8697108822;0,8701073134;0,8713997204;0,8725146562;0,8675191182;0,8706626562;0,8712699836;0,8690808664;;;;;;;;;;;
40;50;1;1;5;86,71523332;0,8653293319;0,8670165954;0,8673051478;0,8628587631;0,8685539355;0,865564478;0,8687386085;0,8701699182;0,867916785;0,8667718026;0,8653263477;0,8649245724;0,8712790111;0,8664799547;0,8682094776;0,8672382273;0,8669375157;0,8662402229;0,8688462509;0,8690265487;0,8681027967;0,8690464918;0,8653864346;0,8670923904;0,8666013526;0,8658528872;0,8649508569;0,8666918429;0,8702680517;0,8652037618;0,8676706385;0,8642329779;0,8671388102;0,8656208656;0,8669545483;0,8694827968;0,8665406427;0,871041719;0,8675255302;0,8659544383;;;;;;;;;;
41;50;1;1;5;86,55969001;0,8628193311;0,8634380024;0,8653833541;0,8645545467;0,8669831396;0,8652603261;0,8664634946;0,8643623127;0,8682969947;0,8698205439;0,8676566793;0,8663654816;0,8683382498;0,8646223625;0,8652584623;0,8633513868;0,8640760727;0,8672357963;0,8629384883;0,8638177202;0,8610160569;0,86774942;0,8661188661;0,8638069529;0,8632763514;0,8619367524;0,8701673777;0,8662112903;0,867827567;0,86367957;0,8699687346;0,8617752491;0,8672464341;0,8677853889;0,8660565452;0,8641485946;0,8686571073;0,8635931403;0,8654613222;0,8667388594;0,8652085785;;;;;;;;;
42;50;1;1;5;86,23459135;0,8623047838;0,8628487036;0,8612463806;0,8648844168;0,8649501825;0,8650044406;0,8650749401;0,8598956111;0,8591428666;0,8626834382;0,8621551412;0,8643794612;0,8609180328;0,8598755474;0,8636884682;0,8625981794;0,8634025717;0,861471293;0,8625622096;0,8637436873;0,8617434211;0,8608122294;0,8614102691;0,8620973044;0,8627386547;0,8640904311;0,865000492;0,8637652489;0,8631979529;0,8623983137;0,8589676405;0,8606748971;0,8627592072;0,8576806234;0,8609680066;0,8642343909;0,8616647513;0,8601036269;0,8632608052;0,86273155;0,8633088792;0,8620893173;;;;;;;;
43;50;1;1;5;86,09895245;0,8595848596;0,8576085849;0,8611355485;0,8579303348;0,8612472537;0,8617743406;0,860812466;0,8604564666;0,8601763908;0,8614909572;0,8602364865;0,8624095245;0,862205524;0,8599192755;0,8601241983;0,8606267076;0,860215418;0,8581641988;0,8636702092;0,8619256757;0,8594088937;0,8610998377;0,8649199023;0,8594915254;0,8603863097;0,8640116397;0,8618414374;0,8627988891;0,8658515992;0,8594470046;0,8647731514;0,8613573313;0,8578221428;0,8610080291;0,858956085;0,8600494262;0,8600244084;0,8609991533;0,856983278;0,864260123;0,8611685013;0,8620338983;0,8621425667;;;;;;;
44;50;1;1;5;85,91225057;0,8605527638;0,8584070796;0,8597584457;0,858539993;0,8556802244;0,8565381655;0,857885011;0,8586031857;0,8573125983;0,8594998082;0,8599035505;0,8624510626;0,8571478541;0,8632625206;0,8593717204;0,8619703575;0,8593380615;0,8570331052;0,8571178428;0,8557055215;0,8592134674;0,8629006996;0,8574158357;0,8591249039;0,8575977048;0,8592326223;0,8593179905;0,8580780676;0,8571428571;0,8588671588;0,8599839503;0,8611683369;0,8596921782;0,8577028067;0,8529585902;0,8628611452;0,8608267235;0,8558202907;0,8629568975;0,8578547533;0,8633687511;0,859729296;0,8604327074;0,8610636443;;;;;;
45;50;1;1;5;85,69647087;0,8582637849;0,8510828071;0,8581967213;0,8559067506;0,8574286429;0,8533862831;0,862037037;0,8532319663;0,8570052446;0,8536724575;0,857559795;0,8547066605;0,8593174915;0,8544694832;0,8549291249;0,8579974363;0,856817048;0,8567155676;0,856155554;0,8610023493;0,8597310888;0,8572598156;0,8597563154;0,8577020247;0,8580461812;0,861182245;0,8612811388;0,8590702502;0,8578321004;0,8565619092;0,8539394156;0,8564032989;0,8581527366;0,8590821635;0,8579172611;0,8574994651;0,8530924154;0,8590037217;0,8563034188;0,8548807949;0,8543962904;0,8590917186;0,8545778411;0,8566865417;0,854079535;;;;;
46;50;1;1;5;85,49713561;0,8514258762;0,8552588556;0,8542653165;0,8555810648;0,8525298754;0,8526829624;0,8543788559;0,8552750715;0,8529261716;0,8602177951;0,8508797441;0,8526694792;0,8533163729;0,8562658918;0,8547421146;0,8571168812;0,8516927557;0,8524876982;0,8548158383;0,8580849668;0,8556276425;0,8535803997;0,8561531449;0,8562780351;0,8559813323;0,8543338684;0,8513724777;0,8555733411;0,8568781339;0,8570230455;0,8585090198;0,8579254931;0,8543675192;0,8540615128;0,8535580115;0,8505835437;0,8575058072;0,8573346882;0,8550450024;0,8544662309;0,850894196;0,8572730587;0,8576642336;0,8565350207;0,8559550726;0,8575889615;;;;
47;50;1;1;5;85,08446369;0,8512638773;0,8501525719;0,8515840721;0,8510785348;0,8549756841;0,8516727273;0,8539171341;0,8482596084;0,8509592803;0,8515893393;0,8537051735;0,8515763886;0,8510070021;0,850280543;0,8506866236;0,8480180213;0,8471723437;0,8511803314;0,8484474305;0,8525571273;0,8490593395;0,8498078178;0,8525320582;0,8498368974;0,8543022415;0,8487269822;0,8494377947;0,8529082168;0,8471014493;0,8556432346;0,8498585624;0,8504649228;0,8524965477;0,8487556767;0,8515164739;0,8513953152;0,8504422213;0,8526837384;0,8511024738;0,8479202773;0,8491626227;0,8498669292;0,8522756074;0,8518115153;0,8468057366;0,8512226046;0,8524768645;;;
48;50;1;1;5;85,15308054;0,8512339774;0,8494845361;0,8508280939;0,8542488416;0,854189837;0,8514279152;0,8501301884;0,8516945911;0,8540165568;0,8508405775;0,8568594537;0,8519258093;0,8508775299;0,848340504;0,8506790812;0,8496286655;0,8535413704;0,8523543801;0,8507800222;0,8526705608;0,8505769157;0,8508654104;0,8519744438;0,8509178707;0,8482224946;0,8495825994;0,8489525487;0,8523045094;0,8519197008;0,8495690481;0,8507925569;0,8554641148;0,8491079992;0,8530740372;0,846014283;0,8498520426;0,8484477281;0,8529276341;0,8576256865;0,8521939069;0,8543842138;0,8517185945;0,8517583132;0,8533328217;0,8521369485;0,8516685846;0,8513999388;0,8509412217;;
49;50;1;1;5;84,73872852;0,8489412298;0,8459785828;0,8472993915;0,8484013439;0,8493192133;0,8484825608;0,8487731219;0,8458778655;0,8508888299;0,8476071483;0,8473215976;0,8479705357;0,8456991285;0,8475322703;0,8531165107;0,8435255216;0,8467473525;0,8501457285;0,849394618;0,8470713769;0,8457026076;0,8449811321;0,8475417914;0,8509429675;0,8521054822;0,8460135289;0,846101309;0,8444267153;0,846934895;0,8450005679;0,8488543279;0,8498222525;0,8460340374;0,8459711172;0,847505324;0,8494904724;0,8456325016;0,84930624;0,8476013782;0,8475685904;0,8449674094;0,8451407811;0,8480360592;0,8487391781;0,8474838612;0,8433123912;0,8455330757;0,8444824962;0,8466505551;
50;50;1;1;5;84,5255803;0,8452704513;0,8477603948;0,8469897434;0,8408986352;0,8455537622;0,8433577707;0,8465735653;0,8447098325;0,848748556;0,8462838487;0,846848578;0,8466215176;0,8438624703;0,8450601391;0,84484473;0,8474368783;0,8444657219;0,8488318475;0,8431139561;0,8440035038;0,8444521126;0,8453545232;0,8453019487;0,8467778968;0,8448802075;0,8485368738;0,8446914527;0,8492002755;0,8449754902;0,8426431041;0,8470970206;0,8423166673;0,8497149635;0,8465545639;0,8448746015;0,8452888121;0,845122831;0,8385145807;0,847764616;0,8464806522;0,8481032041;0,8446430626;0,8431005501;0,8423511392;0,8447748643;0,8466929647;0,8417541977;0,8454566315;0,8413750814;0,8427593591
