Clients;Entries;Rd;Wr;Sec;Client1;Client2;Client3;Client4;Client5;Client6;Client7;Client8;Client9;Client10;Client11;Client12;Client13;Client14;Client15;Client16;Client17;Client18;Client19;Client20;Client21;Client22;Client23;Client24;Client25;Client26;Client27;Client28;Client29;Client30;Client31;Client32;Client33;Client34;Client35;Client36;Client37;Client38;Client39;Client40;Client41;Client42;Client43;Client44;Client45;Client46;Client47;Client48;Client49;Client50
1;50;2;2;5;=514189/514189;
2;50;2;2;5;=305503/309222;=305394/309127;
3;50;2;2;5;=187287/192228;=187314/192294;=187441/192418;
4;50;2;2;5;=158672/165444;=158691/165497;=158590/165424;=158516/165447;
5;50;2;2;5;=130854/138228;=130765/138368;=131224/138528;=130593/138148;=131001/138475;
6;50;2;2;5;=110079/118047;=110206/118173;=110429/118187;=110355/118256;=110092/118105;=110244/118162;
7;50;2;2;5;=93219/101836;=93326/101856;=93511/102005;=93065/101832;=93375/101995;=93320/101995;=93567/101871;
8;50;2;2;5;=83578/92496;=83560/92504;=83686/92560;=83404/92346;=83479/92454;=83758/92651;=83655/92645;=83650/92538;
9;50;2;2;5;=70493/80157;=70707/80351;=70524/80211;=70348/80044;=70639/80283;=70303/80093;=70241/79916;=70622/80179;=70368/80066;
10;50;2;2;5;=61086/70682;=60904/70602;=60909/70589;=60945/70536;=61096/70647;=60854/70596;=60998/70620;=61074/70632;=61424/70943;=61049/70527;
11;50;2;2;5;=53981/63893;=54232/63978;=54158/64019;=54117/63983;=54038/63868;=54075/63895;=54116/63900;=54024/63917;=54094/63940;=54324/64108;=54157/63923;
12;50;2;2;5;=48918/58776;=48957/58723;=48934/58699;=48891/58733;=49049/58783;=49129/58806;=48866/58617;=48875/58675;=49048/58723;=48796/58625;=48937/58635;=49053/58793;
13;50;2;2;5;=43464/53097;=43491/53069;=43443/53011;=43432/53034;=43471/53061;=43431/53133;=43328/53001;=43366/53054;=43385/52925;=43367/52953;=43293/52954;=43452/53206;=43502/53071;
14;50;2;2;5;=39310/48763;=39401/48863;=39145/48718;=39219/48794;=39187/48744;=39238/48742;=39401/48890;=39110/48672;=39268/48779;=39272/48918;=39275/48826;=39333/48886;=39172/48752;=39496/48979;
15;50;2;2;5;=35818/45090;=35932/45166;=35664/45017;=35898/45129;=35551/44969;=35491/45047;=35644/45108;=35886/45087;=35914/45144;=35770/45009;=35850/45229;=35772/45171;=35722/45031;=35790/44980;=35673/45020;
16;50;2;2;5;=33240/42103;=33024/42007;=32825/41858;=32961/41869;=32942/41973;=32939/41957;=32680/41772;=33108/42033;=32845/41804;=32857/41890;=33022/41882;=32764/41862;=32909/41900;=33085/42003;=32740/41826;=33011/41963;
17;50;2;2;5;=29694/38398;=30017/38501;=29649/38326;=29656/38268;=29689/38429;=29660/38284;=29878/38546;=29697/38382;=29659/38444;=29659/38490;=29457/38352;=29757/38470;=29663/38349;=29730/38473;=29749/38426;=29715/38418;=29757/38370;
